Dividendos_Pagos,1998T2,1998T4,1999T2,2000T3,2001T1,2001T2,2001T3,2002T1,2002T2,2003T1,2003T4,2004T1,2004T3,2004T4,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T2,2012T4,2013T2,2013T4,2014T4,2015T2,2016T1,2016T3,2016T4,2017T3,2018T3,2019T1,2019T2,2019T3,2020T1,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,10.26,4.656,7.96,6.21,6.03,7.65,1.316,17.0584,1.413,11.4248,11.1619,29.2257,7.3445,32.6146,3.5135,9.1031,53.8203,21.7794,4.1523,32.9789,6.6277,38.2541,3.3698,0.0034,0.3609,4.9185,0.3749,5.0502,4.6734,0.8149,4.1749,0.3912,5.6045,0.4267,4.9248,0.4267,0.4526,7.9443,4.8452,0.4526,4.537,1.8073,0.8995,1.8115,1.9306,1.2808,0.106,1.8624,1.8624,1.8412,1.4674,7.9339,3.0552,1.8688,1.5472,3.0126,0.2649,11.005,6.0152,1.6096,7.9823,9.2131,1.1765,2.543,2.5075,7.8495,1.2458,2.0536,5.7216,0.969,1.0865,2.2472,1.4124,15.0014
