Dividendos_Pagos,1998T2,2000T2,2001T2,2002T2,2004T2,2005T2,2006T2,2007T2,2008T2,2009T2,2010T2,2011T2
Dividendos + JCP Pagos no Trimestre,0.1281,0.2505,0.1632,0.0799,0.4005,1.03,0.63,0.294,2.0115,0.0573,0.483,0.62
