Dividendos_Pagos,2009T2,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,1.0549,0.1672,0.2094,0.0883,0.1136,0.1034,0.2432,1.7987,0.0544,0.0611,0.046,0.0434,0.1232,0.1067,0.0754,0.0773,0.1155,0.1278,0.1045,0.0905,0.1108,0.1092,0.0812,0.0819,0.0337,0.0047,0.0667,0.1147
