Dividendos_Pagos,2010T4,2011T2,2011T4,2012T2,2012T4,2013T4,2015T2,2016T2,2017T2,2018T2,2019T2,2021T2,2021T4,2023T1,2023T4,2025T1,2025T4
Dividendos + JCP Pagos no Trimestre,0.5225,0.0127,0.9599,0.1418,0.3637,0.7825,0.0799,0.0155,0.1021,0.1271,0.0872,0.3594,0.5404,1.5084,1.7689,1.4041,2.1476
