Dividendos_Pagos,2007T4,2008T3,2008T4,2009T4,2010T1,2010T3,2010T4,2011T1,2011T3,2011T4,2012T1,2012T3,2012T4,2013T1,2013T3,2013T4,2014T1,2014T3,2014T4,2015T1,2015T3,2015T4,2017T1,2017T4,2018T4,2019T4,2020T4,2021T1,2021T4,2022T4,2023T4,2024T1,2024T4,2025T1
Dividendos + JCP Pagos no Trimestre,0.0456,0.1333,0.0897,0.0764,0.0023,0.1433,0.1446,0.0588,0.1087,0.118,0.0083,0.1132,0.1639,0.0118,0.1576,0.1223,0.1046,0.1097,0.0857,0.0651,0.0515,0.2668,0.0088,0.0883,0.7925,0.3734,0.3144,0.4344,1.2807,0.339,0.2153,0.0714,0.0462,0.0075
