Dividendos_Pagos,2010T2,2011T1,2012T1,2013T2,2014T2,2014T4,2015T2,2015T3,2016T3,2018T4,2019T1,2019T4,2020T4,2021T2,2022T3,2022T4,2023T4,2024T3,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.141,0.3019,0.2709,0.3639,0.3724,0.2368,0.1818,0.2706,0.2734,0.6123,0.38,0.5,0.81,0.69,0.47,0.7,0.47,2.06,1.27,2.0,1.55
