cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
1,Ativo Total,242998063.0,111407601.0,117472283.0,131989532.0,166344090.0,244229716.0,352924044.0,398261492.0,461937016.0,447008553.0,454096453.0,473837646.0,477835279.0,498410244.0,495115810.0,569747020.0,601934759.0,613163305.0,649216711.0,611754584.0,659438351.0,688463478.0
01.01,Caixa e Equivalentes,8915681.0,4579730.0,7043890.0,2425371.0,2338808.0,6827829.0,3219641.0,3535687.0,2489024.0,2818790.0,3069046.0,3239320.0,3813399.0,2283264.0,2439095.0,2903932.0,4267504.0,5377551.0,4709224.0,5233688.0,3776102.0,4758657.0
01.02,Aplicações Financeiras (TVM),151925114.0,138598976.0,132724114.0,,,,3447660.0,6561358.0,16025912.0,12414618.0,15431811.0,17774053.0,16200651.0,17531370.0,18138572.0,18411722.0,18649647.0,18908498.0,19454808.0,44813228.0,51715126.0,54411490.0
01.02.01,TVM a Valor Justo,80376376.0,79085693.0,76684453.0,169288882.0,92430157.0,131293141.0,165286543.0,206952397.0,216618683.0,180798085.0,173452175.0,190792417.0,211202530.0,213427735.0,200877367.0,239237130.0,282816235.0,241075575.0,251516436.0,201556374.0,250835001.0,254362402.0
01.03,Carteira de Crédito,16947576.0,11267765.0,15060273.0,21766327.0,,50347972.0,93842159.0,97044487.0,101947942.0,103669091.0,111157950.0,106159569.0,104369596.0,109240180.0,119808899.0,129794095.0,139913119.0,145829074.0,155287503.0,162731863.0,165965752.0,172850224.0
01.03.01,Crédito Bruto,,,,21766327.0,,50347972.0,93842159.0,97044487.0,101947942.0,103669091.0,111157950.0,106159569.0,104369596.0,109240180.0,119808899.0,129794095.0,139913119.0,145829074.0,155287503.0,162731863.0,165965752.0,172850224.0
01.03.02,Provisão para Crédito (PPE),,,,,,,,,,,,,,,,,,,,,,
01.04,Tributos Diferidos,8010509.0,4201595.0,11776119.0,2688220.0,5778909.0,8049888.0,9196476.0,8728852.0,8572214.0,8196223.0,5787356.0,5880512.0,5322208.0,5442109.0,5592892.0,5840421.0,6785120.0,6836083.0,7259091.0,6748189.0,6970776.0,8135921.0
01.05,Investimentos,5128734.0,4939003.0,4470098.0,899579.0,1274844.0,4687651.0,9686575.0,9192288.0,8545439.0,12850619.0,16455650.0,15775577.0,22741363.0,22881074.0,22070238.0,23700420.0,29611752.0,31742167.0,27000144.0,2236139.0,1755395.0,5902517.0
01.06,Imobilizado,488238.0,185376.0,165524.0,0.0,45738711.0,72339309.0,134657484.0,134649442.0,188311356.0,207965744.0,224693983.0,220997665.0,203450251.0,224848197.0,235426037.0,270481471.0,252939641.0,303950711.0,308384857.0,324494051.0,320503770.0,346659442.0
01.07,Intangível,1279023.0,1094594.0,1023359.0,1013254.0,975639.0,1132751.0,9832908.0,10346487.0,10672136.0,10639009.0,10253420.0,10041390.0,9927512.0,9759896.0,9689026.0,9895096.0,9756725.0,9590108.0,10471109.0,11324614.0,11390398.0,11219242.0
