cd_conta,conta,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,398261492.0,461937016.0,447008553.0,454096453.0,473837646.0,477835279.0,498410244.0,495115810.0,569747020.0,601934759.0,613163305.0,649216711.0,611754584.0,659438351.0,688463478.0
2.01,Passivos Financeiros ao Valor Justo através do Resultado,54290089.0,84241676.0,55483077.0,62834530.0,72679516.0,59010588.0,60613871.0,44730105.0,76347729.0,71965352.0,53928052.0,85047363.0,48927696.0,0.0,51412674.0
2.02,Passivos Financeiros ao Custo Amortizado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55157264.0,0.0
2.03,Provisões,260692401.0,288697823.0,298751439.0,297156935.0,302861857.0,315334887.0,333587610.0,341911634.0,381756952.0,407421299.0,420170154.0,413050438.0,406452547.0,434906247.0,461603815.0
2.03.01,Depósitos,71604637.0,87781085.0,90778368.0,87139332.0,91991668.0,98021212.0,103659546.0,97075862.0,114533195.0,131886941.0,122187034.0,113780403.0,111927713.0,123104355.0,125519304.0
2.04,Passivos Fiscais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.05,Outros Passivos,3195708.0,3441995.0,4096228.0,2178344.0,2433573.0,2621683.0,3243050.0,4496878.0,3091798.0,4522496.0,7421197.0,8201527.0,5057477.0,5550816.0,6410460.0
2.06,Passivos sobre Ativos Não Correntes a Venda,32376816.0,35582405.0,37302406.0,42359562.0,44371311.0,46653311.0,46472111.0,47589026.0,49937869.0,57512118.0,66461350.0,77045578.0,82522480.0,90686887.0,92983839.0
2.07,Passivos sobre Ativos Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.08,Patrimônio Líquido Consolidado,47706478.0,49973117.0,51375403.0,49567082.0,51491389.0,54214810.0,54493602.0,56388167.0,58612672.0,60513494.0,65182552.0,65871805.0,68794384.0,73137137.0,76052690.0
2.08.01,Patrimônio Líquido Atribuído ao Controlador,15815577.0,15815577.0,15815577.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0,15760364.0
2.08.02,Patrimônio Líquido Atribuído aos Não Controladores,-15981.0,585115.0,556551.0,421263.0,-532428.0,120087.0,120087.0,-532428.0,-532428.0,120087.0,120087.0,18556.0,18556.0,779.0,-107966.0
