Dividendos_Pagos,2017T3,2018T1,2018T3,2019T1,2019T3,2020T1,2020T3,2021T1,2021T3,2021T4,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1717,0.1713,0.1684,0.1732,0.1788,0.1551,0.1474,0.1557,0.1699,0.0678,0.1473,0.3132,0.1961,0.1477,0.4014,0.2309,0.1482,0.4067,0.3033,0.1484,0.604,0.495
