Dividendos_Pagos,2018T1,2019T2,2021T4,2022T2,2022T4,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.0427,0.0069,0.0542,0.0395,0.2583,0.0724,0.0516
