Dividendos_Pagos,1996T1,1997T1,1998T2,1999T2,2000T2,2000T4,2001T4,2002T4,2003T4,2004T4,2005T2,2005T4,2007T4,2009T4,2010T4,2011T2
Dividendos + JCP Pagos no Trimestre,2.1519,1.1,0.42,1.26,4.284,2.0677,6.6165,8.9598,6.8922,6.4786,0.541,2.2055,6.203,0.1723,0.4924,0.3524
