Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,10.6,12.0,10.0,9.9,7.5,7.0,4.01,10.0,7.0,5.12,4.65,4.75,4.24,4.24,4.24,4.89,5.0,4.12,8.83,10.8,12.0,14.99,15.3,26.0,26.5,28.2,27.1,30.97,27.5,27.5,18.5,21.46,21.46,18.0,18.0,15.0,19.99,19.0,18.5,21.89,35.0,34.18,36.0,40.15
