cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,51698.0,69682.0,56773.0,84560.0,70205.0,72312.0,73553.0,95200.0,70875.0,66913.0,68331.0,103657.0,65244.0,67406.0,85084.0,98905.0,67451.0,76669.0,80423.0,112767.0,79729.0,55902.0,115657.0,128877.0,102068.0,125235.0,142511.0,179863.0,137324.0,137939.0,159058.0,178261.0,150112.0,151416.0,147203.0,219198.0,139612.0,168807.0,171855.0,218810.0,153092.0,189204.0,192018.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-29950.0,-42391.0,-37496.0,-49624.0,-42404.0,-44274.0,-44091.0,-69320.0,-40473.0,-42324.0,-42588.0,-61197.0,-35633.0,-36719.0,-49298.0,-58880.0,-36307.0,-45746.0,-48689.0,-70149.0,-48961.0,-35648.0,-65181.0,-77189.0,-60557.0,-70166.0,-83502.0,-112570.0,-85898.0,-95255.0,-101838.0,-111537.0,-90449.0,-88615.0,-82392.0,-120742.0,-76080.0,-90636.0,-91886.0,-116882.0,-81511.0,-105223.0,-102852.0
3.03,Resultado Bruto,21748.0,27291.0,19277.0,34936.0,27801.0,28038.0,29462.0,25880.0,30402.0,24589.0,25743.0,42460.0,29611.0,30687.0,35786.0,40025.0,31144.0,30923.0,31734.0,42618.0,30768.0,20254.0,50476.0,51688.0,41511.0,55069.0,59009.0,67293.0,51426.0,42684.0,57220.0,66724.0,59663.0,62801.0,64811.0,98456.0,63532.0,78171.0,79969.0,101928.0,71581.0,83981.0,89166.0
3.04,Despesas/Receitas Operacionais,-17657.0,-23627.0,-21759.0,-27924.0,-24426.0,-31673.0,-27549.0,-28441.0,-21222.0,-24579.0,-8448.0,-24362.0,-26643.0,-16440.0,-28921.0,-17957.0,-23114.0,-27604.0,-28536.0,-22458.0,-14203.0,-20604.0,-14148.0,-20319.0,-27410.0,-34019.0,-45129.0,-49190.0,-51911.0,-43701.0,-49293.0,-54666.0,-42521.0,-44166.0,-48135.0,-83214.0,-58433.0,-55083.0,-44913.0,-81246.0,-52056.0,-60534.0,-62488.0
3.04.02,Despesas Gerais e Administrativas,-5628.0,-6443.0,-6562.0,-6873.0,-7455.0,-11613.0,-8308.0,-7323.0,-7338.0,-7902.0,-10267.0,-7760.0,-7348.0,-8094.0,-7209.0,-8428.0,-7227.0,-9195.0,-7941.0,-8744.0,-3923.0,-6698.0,-13448.0,-12229.0,-6290.0,-7955.0,-14153.0,-10648.0,-20172.0,-9567.0,-9015.0,-10983.0,-10033.0,-11598.0,-13194.0,-24013.0,-23455.0,-14883.0,-14647.0,-24515.0,-14670.0,-17008.0,-16952.0
3.04.05,Outras Despesas Operacionais,-2039.0,-530.0,-664.0,-8407.0,-34.0,-547.0,-466.0,-696.0,-342.0,-30.0,-1446.0,-4203.0,-2708.0,-272.0,-695.0,-908.0,-2025.0,-380.0,-782.0,-864.0,-193.0,-151.0,-250.0,-445.0,0.0,-446.0,-323.0,-1476.0,0.0,-180.0,-328.0,-4000.0,0.0,-504.0,-207.0,-2334.0,0.0,-1049.0,-12334.0,-2162.0,0.0,-784.0,-848.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,4091.0,3664.0,-2482.0,7012.0,3375.0,-3635.0,1913.0,-2561.0,9180.0,10.0,17295.0,18098.0,2968.0,14247.0,6865.0,22068.0,8030.0,3319.0,3198.0,20160.0,16565.0,-350.0,64624.0,3073.0,14101.0,21050.0,13880.0,18103.0,-485.0,-1017.0,7927.0,12058.0,17142.0,18635.0,16676.0,15242.0,5099.0,23088.0,35056.0,20682.0,19525.0,23447.0,26678.0
3.06,Resultado Financeiro,-14465.0,-13135.0,-15398.0,-18370.0,-18066.0,-27708.0,-26639.0,-22864.0,-24676.0,-23159.0,-25537.0,-24177.0,-22981.0,-23173.0,-25854.0,-27129.0,-28116.0,-30537.0,-31685.0,43493.0,-2480.0,-3948.0,29376.0,-2918.0,-2419.0,-989.0,-3971.0,-4831.0,-13956.0,-9807.0,-8321.0,-4596.0,-5878.0,-5872.0,-5103.0,-4888.0,5265.0,-4938.0,-2557.0,-2988.0,-2824.0,-4983.0,-3068.0
