Dividendos_Pagos,2007T2,2008T1,2009T4,2010T4,2011T4,2012T2,2013T2,2014T2,2015T2,2016T2,2016T4,2017T2,2017T4,2018T4,2019T4,2021T1,2021T4
Dividendos + JCP Pagos no Trimestre,0.0092,0.2343,0.4099,0.1309,0.0966,0.0322,0.066,0.101,0.0629,0.02,0.0804,0.0046,0.1353,0.5612,0.5634,0.2854,0.3012
