Dividendos_Pagos,2007T4,2008T3,2008T4,2010T2,2010T4,2011T2,2012T2,2015T2,2020T2
Dividendos + JCP Pagos no Trimestre,0.0076,0.2437,0.1951,0.0777,0.39,0.5,0.0363,1.0,14.45
