cd_conta_padrao,ds_conta_padrao,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
6.01,Fluxo de Caixa das Atividades Operacionais,-495568.0,822888.0,-69623.0,200139.0,-190652.0,641760.0,212258.0,-40392.0,165115.0,100616.0,500873.0,125762.0,-979800.0,848171.0
6.01.DA,Depreciação e Amortização,14750.0,8767.0,9495.0,10521.0,11136.0,14138.0,15473.0,21117.0,21136.0,23401.0,25134.0,25920.0,27264.0,28457.0
6.02,Fluxo de Caixa das Atividades de Investimento,77054.0,-163188.0,46186.0,-115603.0,-132087.0,-158629.0,-53480.0,-73205.0,-149788.0,128240.0,-428543.0,-285693.0,-651480.0,-310652.0
6.03,Fluxo de Caixa das Atividades de Financiamento,567915.0,-288290.0,-124650.0,123069.0,37770.0,-215646.0,-44730.0,20352.0,498140.0,-42437.0,-10596.0,2948.0,1778214.0,-101165.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,149401.0,371410.0,-148087.0,207605.0,-284969.0,267485.0,114048.0,-93245.0,513467.0,186419.0,61734.0,-156983.0,146934.0,436354.0
6.05.01,Saldo Inicial de Caixa e Equivalentes,351590.0,500991.0,872401.0,724314.0,931919.0,646950.0,914435.0,1028483.0,935238.0,1448705.0,1635124.0,1696858.0,1539875.0,1686809.0
6.05.02,Saldo Final de Caixa e Equivalentes,500991.0,872401.0,724314.0,931919.0,646950.0,914435.0,1028483.0,935238.0,1448705.0,1635124.0,1696858.0,1539875.0,1686809.0,2123163.0
