Preço_Fechamento,2022T2,2022T3,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,7.64,10.51,11.78,12.39,12.35,11.61,10.27,9.64,11.05,13.41,14.33,14.94,13.83,16.16
