Ticker,Preço_Fechamento,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
ARML3,Preço de Fechamento Ajustado,,,,,15.41,20.92,15.29,9.77,11.68,9.67,9.47,12.37,10.66,14.21,10.49,8.27,6.77,4.33,3.24,2.97,3.31,4.2
