Dividendos_Pagos,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0673,0.1895,0.0985,0.1187,0.0347,0.0869,0.1152,0.0694,0.1733,0.0751,0.0682,0.0823,0.0627
