especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,78993486,78993486,355075720,355075720,377918236,377918236,377918236,401377204,401377204,84909375,84909375,84909375,84909375,84909375,84909375,ON
TOTAL,78993486,78993486,355075720,355075720,377918236,377918236,377918236,401377204,401377204,84909375,84909375,84909375,84909375,84909375,84909375,TOTAL
