Dividendos_Pagos,1996T1,1996T3,1997T1,1997T3,1998T1,1998T3,1999T1,1999T3,2000T1,2000T3,2001T1,2001T3,2002T1,2002T3,2003T1,2003T3,2004T1,2004T3,2005T1,2005T3,2006T1,2006T3,2007T1,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2011T1,2011T3,2012T1,2012T3,2013T1,2013T3,2014T1,2014T3,2015T1,2015T3,2016T1,2016T3,2017T1,2017T3,2018T1,2018T3,2019T1,2019T3,2020T1,2020T3,2021T1,2021T3,2022T1,2022T3,2023T1,2023T3,2024T1,2024T3,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.2349,0.0702,0.2664,0.0749,0.2812,0.0979,0.3163,0.0948,0.2366,0.0868,0.1083,0.0868,0.1336,0.0868,0.1725,0.1054,0.1739,0.096,0.2011,0.1305,0.1448,0.1175,0.1922,0.1473,0.1825,0.2023,0.2065,0.1819,0.1828,0.1394,0.2145,0.1382,0.2087,0.2085,0.1754,0.1796,0.2128,0.121,0.3103,0.139,0.2822,0.1482,0.3008,0.1512,0.326,0.1597,0.3402,0.0681,0.4566,0.0709,0.4743,0.0733,0.4901,0.0761,0.4992,0.0793,0.5304,0.0805,0.5381,0.1001,0.4906
