Dividendos_Pagos,2021T2,2022T2,2023T2,2023T4,2024T3,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.1882,0.131,0.0688,0.1646,0.1646,0.2112,0.2743
