Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,9.21,11.9,5.85,6.0,3.74,2.35,3.99,3.11,1.7,3.2,3.49,4.59,4.14,3.25,3.03,2.89,3.43,4.91,4.69,6.29
