cd_conta,ds_conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,360561.000,394029.000,354836.000,364823.000,417489.000,482034.000,431923.000,469522.000,421105.000,478248.000,436943.000,484319.000,473275.000,536896.000,496286.000,521863.000,531716.000,601981.000,564822.000,599268.000,610509.000,670190.000,624932.000,662721.000,671774.000,721094.000,694225.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-196523.000,-225830.000,-199441.000,-208940.000,-241497.000,-285122.000,-195966.000,-215313.000,-220798.000,-247531.000,-216342.000,-275277.000,-237248.000,-280430.000,-259846.000,-302655.000,-283280.000,-306914.000,-287770.000,-320047.000,-305790.000,-340563.000,-313217.000,-357660.000,-318625.000,-355617.000,-320644.000
3.03,Resultado Bruto,164038.000,168199.000,155395.000,155883.000,175992.000,196912.000,235957.000,254209.000,200307.000,230717.000,220601.000,209042.000,236027.000,256466.000,236440.000,219208.000,248436.000,295067.000,277052.000,279221.000,304719.000,329627.000,311715.000,305061.000,353149.000,365477.000,373581.000
3.04,Despesas/Receitas Operacionais,-82867.000,-95109.000,-87102.000,-96764.000,-136743.000,-195067.000,-175233.000,-180161.000,-126836.000,-153008.000,-147034.000,-120448.000,-155878.000,-162656.000,-145994.000,-171967.000,-148802.000,-173113.000,-160202.000,-205520.000,-176402.000,-209514.000,-160994.000,-234297.000,-167482.000,-230028.000,-162012.000
3.04.02,Despesas Gerais e Administrativas,-84875.000,-96602.000,-88585.000,-100240.000,-143075.000,-196004.000,-176260.000,-180971.000,-129239.000,-156149.000,-148531.000,-127262.000,-161109.000,-169904.000,-152391.000,-179848.000,-156498.000,-180651.000,-167405.000,-215201.000,-182851.000,-216654.000,-168532.000,-244925.000,-173512.000,-238037.000,-171258.000
3.04.05,Outras Despesas Operacionais,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,81171.000,73090.000,68293.000,59119.000,39249.000,1845.000,60724.000,74048.000,73471.000,77709.000,73567.000,88594.000,80149.000,93810.000,90446.000,47241.000,99634.000,121954.000,116850.000,73701.000,128317.000,120113.000,150721.000,70764.000,185667.000,135449.000,211569.000
3.06,Resultado Financeiro,-50902.000,-46654.000,-46686.000,-40774.000,-53826.000,-55993.000,-60787.000,-48406.000,-58122.000,-50039.000,-66028.000,-59615.000,-77968.000,-76574.000,-88341.000,-60723.000,-83143.000,-69746.000,-90202.000,-64692.000,-87040.000,-64865.000,-90537.000,-80753.000,-93827.000,-71481.000,-95219.000
3.06.01,Receitas Financeiras,1619.000,1724.000,1794.000,1905.000,1954.000,3393.000,2001.000,2355.000,4288.000,10204.000,15143.000,28265.000,27416.000,29881.000,33982.000,36697.000,28213.000,25551.000,29354.000,20744.000,16637.000,17418.000,21867.000,19974.000,23331.000,26894.000,29246.000
3.06.02,Despesas Financeiras,-52521.000,-48378.000,-48480.000,-42679.000,-55780.000,-59386.000,-62788.000,-50761.000,-62410.000,-60243.000,-81171.000,-87880.000,-105384.000,-106455.000,-122323.000,-97420.000,-111356.000,-95297.000,-119556.000,-85436.000,-103677.000,-82283.000,-112404.000,-100727.000,-117158.000,-98375.000,-124465.000
3.07,Resultado Antes dos Tributos sobre o Lucro,30269.000,26436.000,21607.000,18345.000,-14577.000,-54148.000,-63.000,25642.000,15349.000,27670.000,7539.000,28979.000,2181.000,17236.000,2105.000,-13482.000,16491.000,52208.000,26648.000,9009.000,41277.000,55248.000,60184.000,-9989.000,91840.000,63968.000,116350.000
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-458.000,822.000,754.000,23096.000,-2637.000,5342.000,3796.000,1852.000,982.000,326.000,5999.000,-3889.000,1315.000,-2441.000,1713.000,-2021.000,-4416.000,-3965.000,6570.000,-2090.000,-2653.000,-1855.000,1898.000,196.000,-5429.000,-1305.000,-3100.000
3.09,Resultado Líquido das Operações Continuadas,29811.000,27258.000,22361.000,41441.000,-17214.000,-48806.000,3733.000,27494.000,16331.000,27996.000,13538.000,25090.000,3496.000,14795.000,3818.000,-15503.000,12075.000,48243.000,33218.000,6919.000,38624.000,53393.000,62082.000,-9793.000,86411.000,62663.000,113250.000
3.10,Resultado Líquido de Operações Descontinuadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.11,Lucro/Prejuízo Consolidado do Período,29811.000,27258.000,22361.000,41441.000,-17214.000,-48806.000,3733.000,27494.000,16331.000,27996.000,13538.000,25090.000,3496.000,14795.000,3818.000,-15503.000,12075.000,48243.000,33218.000,6919.000,38624.000,53393.000,62082.000,-9793.000,86411.000,62663.000,113250.000
3.11.01,Atribuído a Sócios da Empresa Controladora,29811.000,27258.000,22361.000,41441.000,-17214.000,-48806.000,3733.000,27494.000,16331.000,27996.000,13538.000,25090.000,3496.000,14795.000,3818.000,-15503.000,12075.000,48243.000,33218.000,6919.000,38624.000,53393.000,62082.000,-154099.000,86411.000,62663.000,113250.000
3.11.02,Atribuído a Sócios Não Controladores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
