cd_conta_padrao,ds_conta_padrao,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
2,Passivo Total,396444.0,469512.0,401575.0,400857.0,2109064.0,3005430.0,3023472.0,3655313.0,5453481.0,5228382.0,5982810.0,8052022.0,7971135.0,7982238.0,18679351.0,19276056.0,20119858.0,20232347.0,21740723.0,36068637.0,44463747.0,43181058.0,43454299.0,42140541.0
2.01,Passivo Circulante,35723.0,27223.0,15289.0,3280.0,114511.0,169550.0,219899.0,531588.0,566863.0,735275.0,894669.0,976450.0,891485.0,1245364.0,2131263.0,2498052.0,3336511.0,2807997.0,3010782.0,4231974.0,5438248.0,5161512.0,5502126.0,4858332.0
2.01.01,Obrigações Sociais e Trabalhistas,377.0,169.0,432.0,523.0,3251.0,2971.0,4611.0,6685.0,16428.0,26637.0,45642.0,53532.0,55946.0,40433.0,73215.0,106512.0,103832.0,81940.0,102487.0,201048.0,188125.0,98881.0,127018.0,165092.0
2.01.02,Fornecedores,778.0,71.0,209.0,340.0,22445.0,20110.0,26521.0,39092.0,53609.0,60296.0,97637.0,174037.0,246668.0,262761.0,648301.0,644683.0,1315214.0,1208489.0,1299776.0,1989496.0,2402869.0,2398290.0,1826014.0,1336292.0
2.01.03,Obrigações Fiscais,0.0,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6317.0,11224.0,17136.0,68865.0,29376.0,73543.0,133918.0,261215.0,120444.0,69270.0,157666.0,178998.0
2.01.04,Empréstimos e Financiamentos,0.0,0.0,0.0,0.0,9566.0,10040.0,9102.0,9983.0,673.0,549.0,57779.0,117979.0,147957.0,276875.0,378177.0,613243.0,961353.0,238903.0,309889.0,812675.0,941440.0,582190.0,940319.0,820601.0
2.01.05,Outras Obrigações,34324.0,25138.0,14349.0,2150.0,76167.0,131410.0,174199.0,468418.0,486921.0,627127.0,681312.0,616460.0,419531.0,640270.0,984055.0,1018322.0,887843.0,1170216.0,1122998.0,924345.0,1750209.0,1943458.0,2379731.0,2279637.0
2.01.06,Provisões,244.0,0.0,299.0,267.0,3082.0,5019.0,5466.0,7410.0,9232.0,20666.0,12299.0,14442.0,15066.0,13801.0,30379.0,46427.0,38893.0,34906.0,41714.0,43195.0,35161.0,69423.0,71378.0,77712.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,123928.0,154292.0,163992.0,179213.0,917453.0,1013365.0,904297.0,1228852.0,711173.0,667637.0,1204417.0,2701983.0,2738375.0,2381935.0,11230653.0,11521941.0,11218257.0,12067040.0,13705896.0,20590948.0,28501828.0,26868380.0,25701654.0,24878741.0
2.02.01,Empréstimos e Financiamentos,0.0,0.0,0.0,0.0,623219.0,703943.0,596322.0,661485.0,47539.0,40119.0,43811.0,926519.0,904085.0,770500.0,7760035.0,7943157.0,8300814.0,9331755.0,10802685.0,15944294.0,18002620.0,17109521.0,15940131.0,15061395.0
2.02.02,Outras Obrigações,1041.0,0.0,0.0,9134.0,10433.0,11122.0,22544.0,111843.0,156675.0,138377.0,180780.0,303722.0,637862.0,401459.0,1193860.0,1270712.0,1496590.0,1266604.0,1381561.0,1416757.0,6518526.0,5461190.0,5188629.0,5217628.0
2.02.03,Tributos Diferidos,14840.0,14690.0,14690.0,14690.0,0.0,0.0,0.0,0.0,89447.0,85784.0,81887.0,90843.0,79430.0,78692.0,82049.0,69840.0,68288.0,66739.0,65103.0,653367.0,652212.0,640860.0,887636.0,814075.0
2.02.04,Provisões,108047.0,139602.0,149302.0,155389.0,283801.0,298300.0,285431.0,455524.0,417512.0,403357.0,897939.0,1380899.0,1116998.0,1131284.0,2194709.0,2238232.0,1352565.0,1401942.0,1456547.0,1814350.0,3328470.0,3656809.0,3685258.0,3785643.0
