Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,37.2,38.2,45.34,42.6,33.55,41.85,35.15,35.61,37.75,29.47,29.85,31.58,26.28,32.99,27.48,17.63,23.52,23.1,17.4,17.98,15.7
