Dividendos_Pagos,2012T2,2014T1,2014T2,2015T1,2015T2,2017T2,2017T4,2018T2,2018T4,2019T2,2019T4,2020T3,2020T4,2021T3,2025T2
Dividendos + JCP Pagos no Trimestre,0.0149,0.0657,0.1074,0.0782,0.1095,1.0173,0.3961,0.2645,0.5927,0.3703,0.1094,0.0942,0.0263,0.0155,0.3052
