Preço_Fechamento,2015T2,2015T3,2016T1,2016T2,2016T3,2016T4,2017T2,2017T3,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,,,7.03,5.89,5.11,3.84,4.2,6.35,8.02,11.01,11.61,14.5,6.18,10.04,12.42,15.77,12.89,15.28,13.35,12.4,13.84,10.89,10.44,6.65,7.04,9.3,10.49,10.5,7.5,5.33,5.45,3.26,4.53,6.48,8.29,9.8
