Dividendos_Pagos,2018T1,2018T2,2018T4,2019T2,2019T3,2019T4,2020T1,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0703,0.0588,0.2412,0.0762,0.0672,0.0932,0.1337,0.1478,0.1707,0.0768,0.1254,0.1495,0.9954,0.1521,0.1518,0.1208,0.1537,0.0239,0.7519
