Dividendos_Pagos,2007T2,2007T3,2008T1,2008T3,2009T2,2010T2,2011T2,2013T2,2014T2,2015T2,2017T2,2020T2,2021T2,2022T2,2023T2,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.0065,0.3563,0.4283,0.2975,0.1977,0.5811,0.259,0.0877,0.0455,0.0683,0.0257,0.0321,0.3416,0.3402,0.5141,0.4182,0.2737
