Dividendos_Pagos,2008T1,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2021T2,2022T2,2023T2,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.03,0.2185,0.3444,0.7971,1.0897,0.5216,0.5049,0.3962,0.0649,0.0475,0.1807,0.0914,0.091,0.1011
