Dividendos_Pagos,2003T1,2003T3,2004T1,2004T3,2004T4,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T3,2013T4,2014T1,2014T3,2015T3,2015T4,2016T3,2017T1,2017T2,2017T3,2017T4,2018T2,2018T4,2019T3,2020T1,2020T3,2021T1,2021T3,2022T1,2023T1,2023T3,2024T1,2024T3,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,25.8125,16.6178,17.5348,18.0757,10.6247,84.6311,23.9972,51.0112,20.7887,24.1665,74.3998,83.4512,0.8989,0.3495,0.6308,0.6377,0.8835,0.7615,0.6349,0.736,2.0275,0.8276,0.3834,0.8414,2.7195,0.9877,2.9407,1.0041,6.7097,1.1411,2.4576,1.0598,5.7288,1.4672,1.1232,0.4007,1.4802,1.0275,1.2206,0.695,1.3642,4.8695,0.3925,1.4884,1.8449,1.4558,1.4916,1.1361,0.3588,1.7226,0.6542,2.0935,4.7105,2.4976,2.2,2.4068,3.9731,1.7271,3.2565
