Dividendos_Pagos,2021T1,2021T4,2022T2,2022T4,2023T2,2023T4,2024T2,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.5311,0.6542,0.243,0.2437,0.2219,0.4036,0.6353,0.4799,0.4718,0.7499,0.5932,0.8513
