Dividendos_Pagos,2011T2,2012T2,2013T2,2013T3,2014T2,2014T3,2015T2,2016T2,2016T3,2017T2,2017T3,2018T1,2018T4,2019T4,2020T3,2021T2,2021T4,2022T2,2023T2,2024T2,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.2496,0.3187,0.2664,0.1427,0.1501,0.1009,0.1247,0.1902,0.1189,0.5718,0.1223,0.0761,0.1044,0.1057,0.7228,0.4396,0.1904,0.2362,0.5943,0.5824,0.0868,0.3254,0.017,0.1253
