Dividendos_Pagos,2004T3,2004T4,2005T2,2005T4,2006T3,2006T4,2007T2,2007T3,2007T4,2009T4,2010T2,2010T3,2010T4,2011T2,2011T4,2013T2,2014T2,2015T2,2015T4,2016T2,2017T2,2017T4,2018T2,2019T2,2022T1,2022T2,2022T4,2023T4,2024T4,2025T4
Dividendos + JCP Pagos no Trimestre,0.5332,0.6358,0.3152,1.4661,0.5558,0.597,0.0401,0.8528,0.7243,2.2272,0.032,0.4619,1.1639,0.101,0.7238,0.527,0.5667,0.4862,0.4578,0.6273,0.7004,0.183,0.1922,0.4447,0.7412,0.5928,1.7948,1.1634,2.0174,1.1166
