Dividendos_Pagos,2004T4,2005T2,2005T4,2006T4,2008T1,2009T1,2009T2,2010T2,2010T4,2011T2,2012T1,2013T2,2013T4,2014T2,2015T2,2015T3,2016T2,2019T2,2020T2,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.365,2.3604,1.7766,1.5162,1.3671,4.776,0.8224,1.7321,3.3705,0.3335,4.242,4.1017,3.8283,2.0508,3.4182,9.9165,0.1642,0.3982,0.6715,0.8813,0.1586,0.1586,0.2461,1.2719,0.1805,0.2734,0.5469,0.8379,0.4375,0.4375,0.4375,1.3928,0.4375,0.3828,0.4375,1.8216,0.6836,1.9688
