Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
WLMM3,Preço de Fechamento Ajustado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21,5.28,4.43,3.23,4.88,3.57,4.32,4.04,5.52,9.54,8.9,9.06,12.08,16.61,14.57,30.42,27.8,26.33,23.31,19.86,15.95,17.24,17.86,16.56,22.6,18.86,19.41,20.32,24.79,22.08,24.18,22.44,21.57
WLMM4,Preço de Fechamento Ajustado,4.23,4.24,4.79,5.25,6.01,6.22,6.22,6.7,8.07,7.37,7.67,8.06,8.76,6.56,6.97,7.55,8.63,8.56,8.19,8.5,6.43,6.26,6.23,3.05,1.47,1.64,2.11,1.84,1.89,2.37,3.72,3.72,4.27,3.83,3.39,3.59,4.76,4.86,5.89,9.79,11.8,13.96,15.08,23.92,21.1,30.67,31.4,30.65,30.73,16.48,22.81,18.27,19.17,17.41,33.24,25.99,19.54,27.4,27.25,26.55,27.55,22.5,18.95
