cd_conta_padrao,ds_conta_padrao,2018-T2,2018-T3,2018-T4,2019-T2,2019-T3,2019-T4,2020-T2,2020-T3,2020-T4,2021-T2,2021-T3,2021-T4,2022-T2,2022-T3,2022-T4,2023-T2,2023-T3,2023-T4,2024-T2,2024-T3,2024-T4,2025-T2,2025-T3,2025-T4
1,Ativo Total,774518.0,780132.0,816894.0,804321.0,804814.0,778575.0,810058.0,815841.0,791670.0,873399.0,863421.0,849692.0,951841.0,942494.0,929511.0,1019027.0,1032341.0,983509.0,1251103.0,1313753.0,1194677.0,1497967.0,1557299.0,1447937.0
1.01,Ativo Circulante,180948.0,173875.0,313264.0,287500.0,282126.0,284278.0,328060.0,341650.0,295498.0,359541.0,347114.0,367573.0,414352.0,402746.0,416185.0,433679.0,445167.0,409022.0,586538.0,625413.0,558336.0,689087.0,718893.0,684226.0
1.01.01,Caixa e Equivalentes de Caixa,105976.0,75419.0,176626.0,214774.0,206399.0,151631.0,241081.0,267981.0,265971.0,168029.0,233087.0,213284.0,255245.0,196705.0,205365.0,254942.0,219525.0,233787.0,161586.0,246080.0,227402.0,339539.0,310937.0,324775.0
1.01.02,Aplicações Financeiras,0.0,0.0,99400.0,0.0,0.0,99400.0,0.0,0.0,0.0,78401.0,0.0,120740.0,45300.0,117600.0,146300.0,57332.0,108165.0,142130.0,292439.0,296051.0,294176.0,194474.0,274733.0,304617.0
1.01.03,Contas a Receber,57532.0,81663.0,31203.0,66073.0,69953.0,27859.0,76618.0,63750.0,22185.0,97764.0,99979.0,17805.0,89812.0,64355.0,51599.0,99524.0,80556.0,16880.0,114451.0,55144.0,19405.0,118979.0,84134.0,9857.0
1.01.04,Estoques,392.0,353.0,273.0,1004.0,1919.0,350.0,2884.0,3285.0,2381.0,6021.0,7072.0,3936.0,9633.0,11155.0,7345.0,10972.0,10391.0,10468.0,8411.0,8721.0,11173.0,9302.0,11994.0,9377.0
1.01.05,Ativos Biológicos,820.0,820.0,820.0,1025.0,859.0,671.0,671.0,624.0,671.0,0.0,0.0,707.0,1219.0,1168.0,1157.0,1173.0,1185.0,1118.0,1204.0,1032.0,1204.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,13706.0,12609.0,3580.0,2726.0,1166.0,4103.0,4162.0,3396.0,3827.0,3057.0,773.0,7432.0,0.0,0.0,72.0,72.0,15779.0,66.0,0.0,6968.0,0.0,14657.0,23750.0,27305.0
1.01.07,Despesas Antecipadas,2522.0,0.0,0.0,1898.0,1830.0,264.0,2644.0,2614.0,463.0,0.0,0.0,3669.0,0.0,3246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,0.0,3011.0,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,6269.0,6203.0,0.0,13143.0,8517.0,4347.0,9664.0,9566.0,4573.0,8447.0,11417.0,4976.0,12136.0,13345.0,8295.0
1.02,Ativo Não Circulante,593570.0,606257.0,503630.0,516821.0,522688.0,494297.0,481998.0,474191.0,496172.0,513858.0,516307.0,482119.0,537489.0,539748.0,513326.0,585348.0,587174.0,574487.0,664565.0,688340.0,636341.0,808880.0,838406.0,763711.0
1.02.01,Ativo Realizável a Longo Prazo,229672.0,235978.0,126138.0,116327.0,112794.0,121753.0,98163.0,91201.0,114977.0,98814.0,97750.0,73975.0,87171.0,82193.0,74527.0,90412.0,76287.0,88235.0,73208.0,73810.0,77028.0,74678.0,68650.0,68403.0
1.02.02,Investimentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.03,Imobilizado,126062.0,121923.0,120421.0,143588.0,145545.0,123316.0,99114.0,96537.0,102870.0,103924.0,102662.0,102687.0,115081.0,113828.0,109944.0,113208.0,115676.0,115675.0,136406.0,139363.0,120202.0,184039.0,200771.0,168608.0
1.02.04,Intangível,237836.0,248356.0,257071.0,256906.0,264349.0,249228.0,284721.0,286453.0,278325.0,311120.0,315895.0,305457.0,335237.0,343727.0,328855.0,381728.0,395211.0,370577.0,454951.0,475167.0,439111.0,550163.0,568985.0,526700.0
