Preço_Fechamento,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T2,2020T3,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3
Preço de Fechamento Ajustado,,,,,,,,,,,,,,,,,,,,,,,
