cd_conta,ds_conta,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T2,2020T3,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,36435.0,45121.0,50363.0,49350.0,65774.0,64147.0,64610.0,88066.0,94058.0,90673.0,102263.0,115848.0,90673.0,91533.0,105377.0,87266.0,89188.0,104965.0,95072.0,100126.0,113925.0,110588.0,117221.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-21231.0,-20663.0,-22471.0,-25129.0,-28397.0,-24598.0,-21178.0,-29654.0,-30525.0,-27074.0,-34898.0,-38533.0,-27074.0,-35424.0,-41523.0,-28544.0,-32956.0,-38574.0,-27246.0,-30363.0,-39752.0,-33736.0,-35894.0
3.03,Resultado Bruto,15204.0,24458.0,27892.0,24221.0,37377.0,39549.0,43432.0,58412.0,63533.0,63599.0,67365.0,77315.0,63599.0,56109.0,63854.0,58722.0,56232.0,66391.0,67826.0,69763.0,74173.0,76852.0,81327.0
3.04,Despesas/Receitas Operacionais,-13661.0,-9768.0,-15887.0,-15711.0,-23315.0,-19637.0,-14915.0,-17455.0,-20432.0,-19037.0,-30334.0,-20626.0,-19037.0,-26619.0,-26932.0,-23825.0,-25466.0,-23341.0,-29544.0,-37606.0,-43739.0,-36454.0,-23350.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,1543.0,14690.0,12005.0,8510.0,14062.0,19912.0,28517.0,40957.0,43101.0,44562.0,37031.0,56689.0,44562.0,29490.0,36922.0,34897.0,30766.0,43050.0,38282.0,32157.0,30434.0,40398.0,57977.0
3.06,Resultado Financeiro,1203.0,2518.0,1911.0,2905.0,2001.0,1484.0,549.0,359.0,937.0,313.0,1085.0,4877.0,313.0,7525.0,13100.0,9998.0,10248.0,16305.0,11411.0,9191.0,14615.0,20347.0,14512.0
3.07,Resultado Antes dos Tributos sobre o Lucro,2746.0,17208.0,13916.0,11415.0,16063.0,21396.0,29066.0,41316.0,44038.0,44875.0,38116.0,61566.0,44875.0,37015.0,50022.0,44895.0,41014.0,59355.0,49693.0,41348.0,45049.0,60745.0,72489.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-1821.0,-1315.0,-5069.0,-3888.0,-1671.0,-5492.0,-10335.0,-9989.0,-13632.0,-14312.0,-11616.0,-22445.0,-14312.0,-11742.0,-16561.0,-11846.0,-1856.0,-17997.0,-13916.0,6683.0,4778.0,-11568.0,-4653.0
3.09,Resultado Líquido das Operações Continuadas,925.0,15893.0,8847.0,7527.0,14392.0,15904.0,18731.0,31327.0,30406.0,30563.0,26500.0,39121.0,30563.0,25273.0,33461.0,33049.0,39158.0,41358.0,35777.0,48031.0,49827.0,49177.0,67836.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,925.0,15893.0,8847.0,7527.0,14392.0,15904.0,18731.0,31327.0,30406.0,30563.0,26500.0,39121.0,30563.0,25273.0,33461.0,33049.0,39158.0,41358.0,35777.0,48031.0,49827.0,49177.0,67836.0
3.99,Lucro por Ação (Reais/Ação),1.1536,19.82,11.03,9.3868,17.95,19.83,23.35915,39.06742,37.9189,0.0953,0.1779,0.122,0.0953,0.0788,0.1043,0.103,0.1221,0.12894,0.1115,0.1497,0.1553,0.1533,0.2115
