Dividendos_Pagos,2007T4,2009T4,2010T2,2010T4,2011T2,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2024T4,2025T3
Dividendos + JCP Pagos no Trimestre,0.1844,0.4899,0.0439,0.0996,0.014,0.2039,1.4003,1.2502,0.5801,0.758,0.9095,2.8337,2.8105
