cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,3195931.000,3557518.000,3807244.000,5317776.000,5252145.000,5322006.000,5524176.000,5786582.000,5232539.000,5705308.000,6301019.000,6487528.000,6422929.000,4455254.000,4944112.000,2930081.000,4787546.000,5117603.000,5239054.000,5929119.000,5882756.000,4728183.000,4935064.000,3345830.000,4906408.000,4774395.000,4451130.000,5201520.000,4136164.000,4312956.000,4831103.000,5297650.000,2947076.000,5114997.000,11088910.000,10564193.000,10079685.000,11719125.000,12744372.000,14217875.000,13501609.000,18880653.000,16833145.000,18266125.000,17235826.000,20573673.000,23637794.000,23941175.000,22340812.000,34485644.000,36416639.000,37388602.000,31757481.000,32513916.000,34695055.000,33251558.000,31590916.000,36059539.000,39060247.000,42150257.000,39405009.000,38692048.000,41765532.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-2649634.000,-2959191.000,-3202206.000,-4465993.000,-4523377.000,-4609720.000,-4711155.000,-4898040.000,-4429253.000,-4879022.000,-5311398.000,-5547561.000,-5403917.000,-3962598.000,-4357851.000,-2718336.000,-4168677.000,-4492688.000,-4590085.000,-5156702.000,-5251651.000,-4166757.000,-4358077.000,-2813184.000,-4330701.000,-4202449.000,-3964115.000,-4660108.000,-3675738.000,-3817146.000,-4202864.000,-4659602.000,-2589016.000,-4360411.000,-9573210.000,-9350254.000,-9152210.000,-10238548.000,-10844446.000,-12141917.000,-11825502.000,-14319687.000,-14084820.000,-15529942.000,-14985944.000,-16064939.000,-18222646.000,-18914334.000,-18858707.000,-29704160.000,-31034816.000,-33281699.000,-28981685.000,-29455921.000,-30967627.000,-29435307.000,-27753193.000,-31199699.000,-33748209.000,-36469188.000,-34762076.000,-33944045.000,-36617960.000
3.03,Resultado Bruto,546297.000,598327.000,605038.000,851783.000,728768.000,712286.000,813021.000,888542.000,803286.000,826286.000,989621.000,939967.000,1019012.000,492656.000,586261.000,211745.000,618869.000,624915.000,648969.000,772417.000,631105.000,561426.000,576987.000,532646.000,575707.000,571946.000,487015.000,541412.000,460426.000,495810.000,628239.000,638048.000,358060.000,754586.000,1515700.000,1213939.000,927475.000,1480577.000,1899926.000,2075958.000,1676107.000,4560966.000,2748325.000,2736183.000,2249882.000,4508734.000,5415148.000,5026841.000,3482105.000,4781484.000,5381823.000,4106903.000,2775796.000,3057995.000,3727428.000,3816251.000,3837723.000,4859840.000,5312038.000,5681069.000,4642933.000,4748003.000,5147572.000
3.04,Despesas/Receitas Operacionais,-335435.000,-460535.000,-502745.000,-426988.000,-569868.000,-611800.000,-367768.000,-560905.000,-578898.000,-412655.000,-649897.000,-756084.000,-748306.000,-358117.000,-354527.000,18030.000,-373837.000,-389334.000,-404966.000,-412580.000,-368598.000,-199924.000,-264638.000,-190893.000,-276570.000,-306836.000,-280676.000,-298828.000,-272913.000,-291542.000,-281659.000,-264056.000,-271369.000,-1038428.000,-633892.000,-1476515.000,-565211.000,-729919.000,-726727.000,-949726.000,-811676.000,-980474.000,-963776.000,-1111793.000,-1008385.000,-1058026.000,-1145245.000,-1377806.000,-1171181.000,689850.000,-3358585.000,-4257445.000,-3041895.000,-3145870.000,-3031781.000,-3096737.000,-2961053.000,-3328563.000,-3314181.000,-4149602.000,-3369289.000,-3640676.000,-3572625.000
3.04.02,Despesas Gerais e Administrativas,-103876.000,-108667.000,-115801.000,-234344.000,-195907.000,-211085.000,-195771.000,-194034.000,-211007.000,-186362.000,-208791.000,-177577.000,-209311.000,-141830.000,-127183.000,-85200.000,-136656.000,-126616.000,-135073.000,-130803.000,-124277.000,-107327.000,-84067.000,-87223.000,-110572.000,-118207.000,-102569.000,-116363.000,-97829.000,-103603.000,-103252.000,-77280.000,-60848.000,-131079.000,-89427.000,-138569.000,-175781.000,-207974.000,-164466.000,-208377.000,-212306.000,-240154.000,-248489.000,-259096.000,-251513.000,-279142.000,-282924.000,-284410.000,-253810.000,-465640.000,-493321.000,-430156.000,-472685.000,-534828.000,-410646.000,-548346.000,-464744.000,-554627.000,-532751.000,-666305.000,-646965.000,-652440.000,-559549.000
3.04.05,Outras Despesas Operacionais,38847.000,-3826.000,-8314.000,-26707.000,-22846.000,-10907.000,0.000,33753.000,-5190.000,0.000,0.000,5190.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-18969.000,0.000,0.000,18969.000,-37699.000,0.000,0.000,37699.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-22081.000,0.000,0.000,22081.000,55639.000,0.000,0.000,-55639.000,-13207.000,-29882.000,0.000,43089.000,13907.000,-118171.000,-47782.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,221.000,448.000,-492.000,-4111.000,-2809.000,-1697.000,-5970.000,-2970.000,-3261.000,-5594.000,-4292.000,-2792.000,-8615.000,-8061.000,-1993.000,-1188.000,-2873.000,-380.000,1734.000,-774.000,-817.000,-3370.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-656.000,-1652.000,-4788.000,-1992.000,-12030.000,-16660.000,-16100.000,-12452.000,-19363.000,-14667.000,-15135.000,-17435.000,-16267.000,-14407.000,-26201.000,10111.000,-4088.000,1922.000,-442.000,4160.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,210862.000,137792.000,102293.000,424795.000,158900.000,100486.000,445253.000,327637.000,224388.000,413631.000,339724.000,183883.000,270706.000,134539.000,231734.000,229775.000,245032.000,235581.000,244003.000,359837.000,262507.000,361502.000,312349.000,341753.000,299137.000,265110.000,206339.000,242584.000,187513.000,204268.000,346580.000,373992.000,86691.000,-283842.000,881808.000,-262576.000,362264.000,750658.000,1173199.000,1126232.000,864431.000,3580492.000,1784549.000,1624390.000,1241497.000,3450708.000,4269903.000,3649035.000,2310924.000,5471334.000,2023238.000,-150542.000,-266099.000,-87875.000,695647.000,719514.000,876670.000,1531277.000,1997857.000,1531467.000,1273644.000,1107327.000,1574947.000
3.06,Resultado Financeiro,-310907.000,-260560.000,-212031.000,-363744.000,-178910.000,-229816.000,-1360663.000,-539537.000,-249489.000,-853252.000,-381298.000,-597355.000,-359963.000,-845445.000,-481135.000,-344451.000,-387846.000,-306304.000,-718145.000,-714469.000,-1046793.000,-392203.000,-1244483.000,-403106.000,-423192.000,-520259.000,-475502.000,-615757.000,-515467.000,-487830.000,-427253.000,-501391.000,-467684.000,-517478.000,-713687.000,-610117.000,-380268.000,-403742.000,-665363.000,-610353.000,-1183022.000,-773861.000,-613076.000,-155609.000,-733061.000,52379.000,-1274050.000,-1753982.000,-1055879.000,-2379762.000,-2050090.000,-1390984.000,-1522833.000,-1815375.000,-1638701.000,-625506.000,-972504.000,-1413132.000,-1341436.000,-1805087.000,-1340081.000,-1436003.000,-1412348.000
3.06.01,Receitas Financeiras,56661.000,39391.000,278998.000,161249.000,236917.000,201747.000,378284.000,146872.000,302962.000,248372.000,138796.000,152037.000,337951.000,278593.000,413163.000,113509.000,314280.000,168862.000,345083.000,247583.000,430080.000,738750.000,835437.000,604240.000,740431.000,801972.000,311250.000,450812.000,577571.000,417999.000,233631.000,222121.000,317074.000,487892.000,573674.000,613069.000,480361.000,354534.000,689260.000,589015.000,687064.000,723568.000,750555.000,930793.000,401270.000,1061371.000,1158797.000,1285429.000,3261098.000,3151273.000,2031310.000,3185536.000,2997467.000,3008804.000,2809611.000,2705239.000,1926083.000,3435147.000,2984361.000,4308613.000,3731428.000,3120978.000,3066076.000
