Dividendos_Pagos,2016T2,2017T2,2018T2,2019T2,2019T3,2019T4,2020T3,2021T1,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1223,0.0376,0.0128,0.3358,0.0883,0.036,0.093,0.3172,0.3,0.1775,0.1828,0.1616,0.1706,0.19,0.2145,0.1339,0.143,0.2199,0.2224,0.2333,0.1279,0.245,0.05,0.24,0.0758
