cd_conta,conta,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,-6785.000,-15347.000,-23299.000,-20532.000,-30948.000,-16134.000,-26149.000,15523.000,21970.000,1722.000,-25890.000,-71607.000,-57333.000,-179290.000,-152005.000,-125353.000,-63433.000,-100421.000,-100186.000,-82384.000,-11393.000,-32893.000,-44425.000,13380.000,51545.000,58640.000,-36357.000,-102873.000,-71229.000,-75324.000,-30075.000
6.01.DA,Depreciação e Amortização,,,,,,,,,,,2847.000,-608.000,1076.000,,,3958.000,1715.000,,,3626.000,3174.000,,,4920.000,2142.000,,,6757.000,2369.000,,7031.000
6.02,Caixa Líquido Atividades de Investimento,0.000,0.000,819.000,-4478.000,-1761.000,13826.000,6836.000,4316.000,-845680.000,-758103.000,-635401.000,1682450.000,75269.000,221003.000,116798.000,29795.000,107149.000,685.000,10112.000,-12839.000,-5484.000,-43934.000,8688.000,56245.000,1669.000,8763.000,-2251.000,159801.000,8676.000,14570.000,-30353.000
6.03,Caixa Líquido Atividades de Financiamento,20618.000,23269.000,20435.000,19583.000,43081.000,20413.000,-8947.000,-7730.000,858133.000,838813.000,803786.000,-1709305.000,-7529.000,-30375.000,32940.000,-2699.000,13866.000,125481.000,177579.000,6699.000,21315.000,50690.000,-42209.000,13891.000,-63619.000,-26146.000,47774.000,-41920.000,-25514.000,6633.000,-72389.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,13833.000,7922.000,-2045.000,-5427.000,10372.000,18105.000,-28260.000,12109.000,34423.000,82432.000,142495.000,-98462.000,10407.000,11338.000,-2267.000,-98257.000,57582.000,25745.000,87505.000,-88524.000,4438.000,-26137.000,-77946.000,83516.000,-10405.000,41257.000,9166.000,15008.000,-88067.000,-54121.000,-132817.000
