cd_conta,conta,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,271282.000,342376.000,355126.000,366392.000,396035.000,1247396.000,1229418.000,1295694.000,1321191.000,1329386.000,1350180.000,1491102.000,1585090.000,1611936.000,1804680.000,2046311.000,2061151.000,2092133.000,2165804.000,2171092.000,2165237.000,2059207.000,2051480.000,2102967.000,2200285.000,2224496.000,2310159.000,2253318.000
1.01,Ativo Circulante,237350.000,280763.000,248597.000,278098.000,302091.000,1116714.000,1052443.000,1107315.000,1083022.000,1077299.000,991307.000,1076424.000,1214894.000,1290433.000,1291271.000,1498756.000,1493743.000,1684828.000,1717723.000,1802561.000,1658151.000,1600987.000,1742342.000,1722698.000,1705374.000,1804394.000,1889252.000,1722403.000
1.01.01,Caixa e Equivalentes de Caixa,21090.000,31462.000,49567.000,21307.000,33416.000,67839.000,115848.000,175911.000,223197.000,233479.000,244517.000,242000.000,143619.000,203147.000,228892.000,316397.000,227873.000,232311.000,178080.000,98188.000,198786.000,188829.000,230530.000,240169.000,236730.000,148663.000,182609.000,103913.000
1.01.02,Aplicações Financeiras,1100.000,1700.000,6700.000,6100.000,0.000,834072.000,714287.000,593254.000,543181.000,466826.000,247146.000,126643.000,109631.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.03,Contas a Receber,106663.000,116560.000,132742.000,160827.000,176208.000,121141.000,129680.000,152616.000,150642.000,170389.000,203117.000,265709.000,300688.000,340420.000,346328.000,371046.000,423814.000,559400.000,579713.000,644322.000,599084.000,596036.000,665409.000,657449.000,621338.000,756974.000,791481.000,731112.000
1.01.04,Estoques,103377.000,123798.000,51009.000,79878.000,78190.000,86078.000,77315.000,174593.000,152529.000,196071.000,281183.000,425809.000,639186.000,727764.000,683761.000,781027.000,825047.000,870610.000,866011.000,1008184.000,820079.000,741656.000,761733.000,739958.000,779923.000,827259.000,836389.000,836735.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,1090.000,1100.000,1132.000,984.000,1172.000,1405.000,1942.000,2886.000,3958.000,4326.000,5730.000,6451.000,8699.000,9107.000,10308.000,11495.000,12832.000,13309.000,15557.000,16820.000,19812.000,21601.000,22762.000,23388.000,24467.000,25217.000,25052.000,24689.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,4030.000,6143.000,7447.000,9002.000,13105.000,6179.000,13371.000,8055.000,9515.000,6208.000,9614.000,9812.000,13071.000,9995.000,21982.000,18791.000,4177.000,9198.000,78362.000,35047.000,20390.000,52865.000,61908.000,61734.000,42916.000,46281.000,53721.000,25954.000
1.02,Ativo Não Circulante,33932.000,61613.000,106529.000,88294.000,93944.000,130682.000,176975.000,188379.000,238169.000,252087.000,358873.000,414678.000,370196.000,321503.000,513409.000,547555.000,567408.000,407305.000,448081.000,368531.000,507086.000,458220.000,309138.000,380269.000,494911.000,420102.000,420907.000,530915.000
1.02.01,Ativo Realizável a Longo Prazo,28379.000,52311.000,88145.000,73287.000,76767.000,101220.000,143388.000,167730.000,220907.000,232466.000,338421.000,392951.000,345736.000,295549.000,486096.000,504450.000,523799.000,364770.000,402647.000,307957.000,418670.000,373636.000,227669.000,298224.000,409721.000,336031.000,337038.000,406700.000
1.02.02,Investimentos,3006.000,3208.000,11483.000,8957.000,10374.000,16078.000,17331.000,259.000,259.000,259.000,259.000,259.000,3170.000,3134.000,3283.000,3328.000,3131.000,3021.000,3013.000,3207.000,30128.000,30599.000,32594.000,33836.000,34840.000,36446.000,38371.000,73139.000
1.02.03,Imobilizado,2229.000,5768.000,6554.000,5674.000,6327.000,12398.000,15205.000,18898.000,14604.000,16436.000,16327.000,15445.000,14020.000,14551.000,14087.000,26872.000,28280.000,27298.000,30402.000,34376.000,35814.000,32260.000,27861.000,27082.000,28632.000,26187.000,23151.000,28458.000
1.02.04,Intangível,318.000,326.000,347.000,376.000,476.000,986.000,1051.000,1492.000,2399.000,2926.000,3866.000,6023.000,7270.000,8269.000,9943.000,12905.000,12198.000,12216.000,12019.000,22991.000,22474.000,21725.000,21014.000,21127.000,21718.000,21438.000,22347.000,22618.000
