Dividendos_Pagos,2021T2,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.4471,0.1176,0.1008,0.0665,0.0426,0.1175,0.0862,0.1694,0.5036,0.0833,0.0933,0.1229,0.1324,0.1229,0.1324,0.1182
