Dividendos_Pagos,2000T2,2000T3,2001T2,2002T2,2003T2,2005T2,2006T2,2007T2,2008T1,2008T3,2008T4,2009T2,2010T1,2010T2,2010T4,2011T1,2012T1,2012T4,2013T1,2014T1,2014T2,2014T4,2015T2,2017T1,2020T2,2021T4,2022T4,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,39.6487,10.052,28.1161,6.8643,7.22,58.8562,89.2914,158.58,64.1012,35.3056,35.3102,28.8481,74.1935,55.3722,13.4303,78.6389,111.9422,100.551,71.9476,71.5503,28.89,187.6855,21.6617,126.2759,116.76,127.0543,160.5686,158.2673,171.7353,169.643,191.5593,68.3742,206.7786
