Dividendos_Pagos,2000T2,2001T2,2002T1,2002T2,2004T2,2005T2,2006T2,2006T3,2006T4,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0005,0.0014,0.0016,0.0056,0.0019,0.0075,0.0199,0.0074,0.0026,0.0154,0.0085,0.0033,0.0073,0.145,0.1478,0.0881,0.1154,0.2126,0.1157,0.0739,0.1308,0.1339,0.1308,0.0872,0.1992,0.1614,0.1556,0.1556,0.1643,0.1643,0.0603,0.0151,0.0143,0.0143,0.0143,0.0141,0.0114,0.0114,0.0133,0.0114,0.0753,0.0627,0.1243,0.076,0.0893,0.1146,0.0956,0.0893,0.095,0.0965,0.1091,0.095,0.0817,0.1095,0.1339,0.183,0.1235,0.2015,0.1551,0.1235,0.1273,0.2026,0.038,0.057,0.114,0.2677,0.114,0.1885,0.1235,0.6361,0.1235,0.2901,0.1329,0.4938,0.337,0.3045,0.1367,0.6883,0.1367,0.3658,0.1424,0.1424,0.3814,0.7573
