cd_conta,conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,2389873.0,2432811.0,2397051.0,2613689.0,3350102.0,3379668.0,3420892.0,3768362.0,3785695.0,3803913.0,4027977.0,4281969.0,4310432.0,4306721.0,4308741.0,4689030.0,4816140.0,4825492.0,4832493.0,5090774.0,5127447.0,5204727.0,5000718.0
1.01,Ativo Circulante,145760.0,177197.0,97029.0,154791.0,692128.0,632567.0,588855.0,567133.0,521138.0,485801.0,431020.0,376955.0,380165.0,335952.0,267727.0,469345.0,536696.0,537558.0,480646.0,483112.0,502409.0,563356.0,503276.0
1.01.01,Caixa e Equivalentes de Caixa,41671.0,70713.0,31172.0,99051.0,38707.0,26006.0,38223.0,50645.0,43854.0,46264.0,40483.0,43307.0,42873.0,46430.0,43264.0,20876.0,25651.0,22969.0,24232.0,27239.0,13518.0,23556.0,13363.0
1.01.02,Aplicações Financeiras,70622.0,73868.0,25822.0,15966.0,618364.0,568162.0,515126.0,443078.0,368547.0,328902.0,300919.0,262698.0,225632.0,181205.0,132553.0,167706.0,203815.0,176514.0,113741.0,125326.0,136870.0,166722.0,113751.0
1.01.03,Contas a Receber,14152.0,17972.0,21234.0,18812.0,18180.0,18258.0,15835.0,28398.0,28924.0,28321.0,29152.0,27790.0,54757.0,27281.0,25937.0,59369.0,47413.0,45172.0,38842.0,38415.0,34356.0,38035.0,36823.0
1.01.04,Estoques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,4461.0,4654.0,5453.0,5659.0,4792.0,4867.0,4893.0,4709.0,7953.0,8754.0,9807.0,9753.0,15139.0,15398.0,16904.0,15384.0,17233.0,17910.0,13076.0,2731.0,5047.0,6469.0,8303.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,14854.0,9990.0,13348.0,15303.0,12085.0,15274.0,14778.0,40303.0,71860.0,73560.0,50659.0,33407.0,41764.0,65638.0,49069.0,206010.0,242584.0,274993.0,290755.0,289401.0,312618.0,328574.0,331036.0
1.02,Ativo Não Circulante,2244113.0,2255614.0,2300022.0,2458898.0,2657974.0,2747101.0,2832037.0,3201229.0,3264557.0,3318112.0,3596957.0,3905014.0,3930267.0,3970769.0,4041014.0,4219685.0,4279444.0,4287934.0,4351847.0,4607662.0,4625038.0,4641371.0,4497442.0
1.02.01,Ativo Realizável a Longo Prazo,25426.0,24908.0,24697.0,37754.0,42490.0,64384.0,75550.0,153485.0,153911.0,154911.0,157644.0,157398.0,152666.0,149212.0,142179.0,123452.0,114467.0,119570.0,123071.0,161670.0,154584.0,154455.0,150881.0
1.02.02,Investimentos,2215054.0,2226547.0,2271105.0,2417525.0,2611015.0,2678127.0,2751491.0,3042395.0,3105135.0,3157673.0,3430717.0,3735338.0,3767169.0,3811363.0,3889093.0,4086921.0,4132390.0,4134728.0,4190126.0,4404728.0,4428719.0,4442830.0,4310090.0
1.02.03,Imobilizado,3288.0,3807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.04,Intangível,345.0,352.0,4220.0,3619.0,4469.0,4590.0,4996.0,5349.0,5511.0,5528.0,8596.0,12278.0,10432.0,10194.0,9742.0,9312.0,32587.0,33636.0,38650.0,41264.0,41735.0,44086.0,36471.0
