Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,12.33,13.41,9.87,6.58,5.02,3.14,3.77,3.37,2.89,4.2,4.0,4.54,4.74,3.8,3.6,2.23,2.47,2.62,3.51,3.81
