Dividendos_Pagos,1996T2,1996T3,1997T2,1997T3,1998T2,1998T3,1998T4,1999T3,1999T4,2000T4,2001T4,2002T4,2003T2,2003T3,2003T4,2004T2,2004T4,2005T2,2005T4,2006T2,2006T4,2007T2,2007T4,2008T2,2008T4,2009T2,2009T4,2010T2,2010T4,2011T1,2011T2,2011T3,2011T4,2012T2,2012T4,2013T2,2013T4,2014T2,2014T4,2015T2,2015T4,2016T4,2017T2,2017T4,2018T1,2018T3,2019T4,2020T3,2021T1,2021T2,2021T3,2022T1,2022T3,2022T4,2023T1,2023T3,2023T4,2024T1,2024T3,2024T4,2025T1,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0032,0.3471,1.0163,0.6491,2.0108,1.5,2.3,2.22,2.34,6.66,9.22,5.36,3.24,3.88,2.96,4.12,2.54,2.22,3.1439,2.2906,1.1481,1.3816,0.7882,0.8732,1.3065,1.0492,0.9841,0.8433,1.1103,0.6401,1.2165,1.8668,2.0473,2.1506,2.373,1.7281,1.8887,1.7978,1.9818,1.2035,0.7472,0.3326,1.8111,0.4199,0.4885,1.4804,1.4144,2.4075,4.2616,2.1897,8.1972,3.7193,3.5721,0.292,1.8276,1.9185,2.3317,2.7385,2.0938,0.5205,2.1418,1.8954,3.5818
