Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,6.9,5.67,4.68,4.8,2.79,2.49,2.23,1.56,3.29,3.23,4.69,7.95,7.83,9.74,12.2,8.98,10.85,7.99,11.34,15.14,16.46,14.25
