cd_conta,conta,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,693536.000,754687.000,895998.000,958915.000,961345.000,1170289.000,1143934.000,1179964.000,1268517.000,1377375.000,1394926.000,1467752.000,1621634.000,1680786.000,1891634.000,1983031.000,2039019.000,2029517.000,2064050.000,2469585.000,2581180.000,2501662.000,3049801.000,3827834.000
1.01,Ativo Circulante,659322.000,720751.000,870662.000,921669.000,905420.000,1136424.000,1086739.000,1086859.000,1144108.000,1226996.000,1244855.000,1288662.000,1455442.000,1508669.000,1629932.000,1699007.000,1731714.000,1769205.000,1736721.000,2140985.000,2194860.000,2122051.000,2561497.000,3308194.000
1.01.01,Caixa e Equivalentes de Caixa,158928.000,174183.000,238204.000,297988.000,204223.000,280042.000,246178.000,223953.000,200338.000,201499.000,214438.000,191167.000,254237.000,191666.000,161171.000,201091.000,312182.000,213588.000,231115.000,609537.000,733767.000,415939.000,498299.000,945049.000
1.01.02,Aplicações Financeiras,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91033.000,75369.000,79321.000,94300.000,85794.000,72109.000,163786.000,145072.000,113228.000,69206.000,146954.000,80695.000,67704.000,48855.000,55467.000,30727.000
1.01.03,Contas a Receber,94112.000,136832.000,141244.000,104232.000,151693.000,241948.000,192930.000,183360.000,154009.000,185085.000,175087.000,196391.000,274341.000,375625.000,422847.000,407503.000,418485.000,519543.000,526096.000,615667.000,565970.000,626344.000,696025.000,849344.000
1.01.04,Estoques,396464.000,398049.000,478701.000,494211.000,0.000,589093.000,617032.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,4418.000,5109.000,4581.000,4609.000,4088.000,5343.000,5136.000,4898.000,4993.000,5169.000,8303.000,8943.000,10056.000,8328.000,0.000,9888.000,10377.000,10986.000,11637.000,13758.000,3399.000,4659.000,5280.000,5776.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,5400.000,6578.000,7932.000,20629.000,545416.000,19998.000,25463.000,674648.000,693735.000,759874.000,767706.000,797861.000,831014.000,860941.000,882128.000,935453.000,877442.000,955882.000,820919.000,821328.000,824020.000,1026254.000,1306426.000,1477298.000
1.02,Ativo Não Circulante,34214.000,33936.000,25336.000,37246.000,55925.000,33865.000,57195.000,93105.000,124409.000,150379.000,150071.000,179090.000,166192.000,172117.000,261702.000,284024.000,307305.000,260312.000,327329.000,328600.000,386320.000,379611.000,488304.000,519640.000
1.02.01,Ativo Realizável a Longo Prazo,26041.000,26764.000,16669.000,30094.000,50387.000,26953.000,47106.000,79768.000,111336.000,136423.000,134055.000,162247.000,146445.000,154559.000,230810.000,263136.000,283430.000,229262.000,287326.000,287616.000,341929.000,334005.000,438336.000,466613.000
1.02.02,Investimentos,0.000,0.000,0.000,0.000,0.000,0.000,2001.000,2001.000,1998.000,1995.000,1996.000,1993.000,1534.000,1534.000,13277.000,1193.000,1061.000,1061.000,813.000,813.000,1756.000,1662.000,1134.000,900.000
1.02.03,Imobilizado,8173.000,7172.000,5969.000,4776.000,5538.000,6912.000,7074.000,10375.000,10072.000,9859.000,11242.000,11729.000,14233.000,11333.000,11805.000,12310.000,13399.000,19002.000,26254.000,25153.000,26284.000,27884.000,32158.000,30772.000
1.02.04,Intangível,0.000,0.000,2698.000,2376.000,0.000,0.000,1014.000,961.000,1003.000,2102.000,2778.000,3121.000,3980.000,4691.000,5810.000,7385.000,9415.000,10987.000,12936.000,15018.000,16351.000,16060.000,16676.000,21355.000
