Ticker,Preço_Fechamento,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
ABEV3,Preço de Fechamento Ajustado,7.0,7.07,9.46,9.33,9.44,9.72,9.94,9.87,9.21,9.47,9.75,11.9,12.29,12.67,11.74,12.45,12.62,13.22,11.18,12.48,12.64,14.53,14.92,16.93,12.75,13.01,11.13,12.18,12.95,13.93,13.87,8.85,10.5,9.32,11.93,11.71,13.08,11.72,12.27,12.26,10.67,12.37,12.17,12.01,12.91,10.99,12.11,11.01,10.06,11.53,10.92,12.68,12.62,11.46,14.1
