Dividendos_Pagos,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T3,2016T4,2017T1,2017T2,2017T4,2018T1,2018T2,2018T4,2019T4,2020T4,2021T1,2021T4,2022T4,2023T4,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.254,0.13,0.16,0.35,0.186,0.1,0.15,0.15,0.13,0.13,0.38,0.07,0.16,0.31,0.07,0.16,0.32,0.4906,0.4137,0.0767,0.6036,0.7623,0.7302,0.6676,0.1276,0.128,0.1283,0.7302
