Dividendos_Pagos,1997T2,1998T2,1999T2,1999T3,1999T4,2000T4,2001T2,2001T4,2002T2,2002T4,2003T2,2003T4,2004T2,2004T4,2005T2,2005T4,2006T2,2006T3,2006T4,2007T1,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T4,2012T1,2012T2,2012T3,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,2.0874,0.0447,0.2768,0.5549,0.134,0.34,0.0091,0.88,0.58,0.62,0.86,0.23,0.48,0.73,0.51,0.92,1.11,0.84,5.13,1.66,0.049,0.041,0.1286,0.0733,0.0754,0.0914,0.0762,0.0847,0.0902,0.0944,0.0917,0.1627,0.1044,0.1304,0.0434,0.0626,0.0446,0.0212,0.056,0.0439,0.0103,0.0484,0.0166,0.0424,0.0234,0.0648,0.0668,0.0714,0.186,0.1081,0.1197,0.1304,0.1448,0.1451,0.1494,0.1518,0.1547,0.1486,0.1547,0.1562,0.1549,0.1533,0.1579,0.17,0.1729,0.1623,0.1577,0.1486,0.1425,0.2097,0.0303,0.0285,0.0267,0.0303,0.1651,0.0401,0.0449,0.1696,0.0965,0.0595,0.1524,0.0925,0.045,0.2006,0.1297,0.0769,0.2429
