cd_conta,conta,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,0.000,0.000,0.000,28619.000,-122053.000,14310.000,168988.000,44089.000,6699.000,39565.000,164961.000,94518.000,0.000,0.000,0.000,501695.000,-53743.000,54112.000,365444.000,189716.000,-12255.000,101493.000,411360.000,128242.000,50380.000,146431.000,352708.000,133347.000,75125.000,373433.000,25910.000,274643.000,294914.000,10522.000,657898.000,513904.000,166997.000,270587.000,726228.000,386733.000,-158205.000,518317.000,759083.000,563060.000,408141.000,613555.000,88893.000,674738.000,655076.000,252648.000,777095.000,1086444.000,521310.000,1017240.000,2012342.000
6.02,Caixa Líquido Atividades de Investimento,0.000,0.000,0.000,143198.000,-38540.000,-49803.000,-56565.000,-113051.000,-51949.000,-111887.000,-175265.000,102291.000,0.000,0.000,0.000,-387475.000,-98929.000,-210725.000,-354378.000,174975.000,-135084.000,-288294.000,-479726.000,263924.000,-124239.000,-290329.000,-482063.000,193663.000,-174420.000,-162055.000,140337.000,193398.000,-180343.000,-290741.000,-475191.000,273178.000,-147671.000,-379455.000,-613337.000,254513.000,-192238.000,-457338.000,-817848.000,237842.000,-240719.000,-317665.000,-350244.000,-398495.000,-199485.000,-279346.000,-369185.000,-564895.000,-320617.000,-656511.000,-1057771.000
6.03,Caixa Líquido Atividades de Financiamento,0.000,0.000,0.000,-12692.000,-9937.000,-9021.000,-18946.000,17521.000,5295.000,-21084.000,-34292.000,56070.000,0.000,0.000,0.000,-129358.000,-6609.000,-52942.000,-21290.000,24950.000,52308.000,234532.000,186297.000,-474556.000,-88339.000,160280.000,138037.000,-213181.000,101323.000,-309587.000,95047.000,-575496.000,119911.000,247409.000,118273.000,-708603.000,-165249.000,-504804.000,-746090.000,227309.000,460479.000,401709.000,73819.000,-1311257.000,-229696.000,-321848.000,509628.000,-457508.000,-455316.000,-16237.000,-367060.000,-404058.000,-324314.000,-361711.000,-1046233.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,0.000,0.000,0.000,159125.000,-170530.000,-44514.000,93477.000,-51441.000,-39955.000,-93406.000,-44596.000,252879.000,0.000,0.000,0.000,-15138.000,-159281.000,-209555.000,-10224.000,389641.000,-95031.000,47731.000,117931.000,-82390.000,-162198.000,16382.000,8682.000,113829.000,2028.000,-98209.000,261294.000,-107455.000,234482.000,-32810.000,300980.000,78479.000,-145923.000,-613672.000,-633199.000,868555.000,110036.000,462688.000,15054.000,-510355.000,-62274.000,-25958.000,248277.000,-181265.000,275.000,-42935.000,40850.000,117491.000,-123621.000,-982.000,-91662.000
