Ticker,Preço_Fechamento,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
RADL3,Preço de Fechamento Ajustado,2.03,1.71,1.8,2.09,2.89,3.3,3.81,3.77,3.52,3.52,3.01,2.43,3.23,3.01,3.47,4.21,4.79,6.79,6.58,5.99,8.84,10.72,11.28,10.44,10.04,12.02,12.89,15.8,12.9,11.48,12.55,9.93,11.37,13.28,16.75,19.55,17.86,19.43,20.6,22.05,22.09,21.81,20.62,21.6,21.28,17.09,20.29,21.32,21.98,27.78,25.97,27.8,25.88,24.37,24.23,21.08,18.25,14.58,17.85,24.99
