Dividendos_Pagos,1996T1,1996T3,1999T4,2000T1,2000T4,2001T4,2002T1,2002T2,2002T4,2003T1,2003T4,2004T1,2005T1,2005T3,2005T4,2006T1,2006T2,2006T4,2007T2,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,2.097,1.4774,0.7317,0.7316,2.6562,2.4923,1.3632,1.1684,0.5891,2.9213,6.3679,3.676,4.4255,0.4918,6.512,3.8951,0.9738,5.3558,4.7383,0.5416,1.0032,0.5125,0.3085,0.3179,0.6373,0.3522,0.3421,0.3545,0.3682,0.5732,0.3782,0.8828,0.4163,0.5988,0.4276,0.8971,0.4752,0.9865,0.4461,0.769,0.442,0.6961,0.4528,0.4611,0.4851,1.0146,0.4969,0.5077,0.5648,0.7102,0.6861,0.7688,0.559,0.5635,0.5726,0.1247,0.5946,0.7218,0.6091,0.2201,1.5584,0.8008,0.6477,3.6895,0.9366,1.194,0.8322,0.809,0.7406,0.5585,0.6895,0.6826,1.1249,0.771,0.5268,1.0017,1.2429,0.3358,0.0758,1.1003,1.1402,0.5266,0.3668,0.9345,0.3668,1.335,0.6602,1.1962,0.8069,2.443
