especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,205043374,205043374,205043374,205043374,205043395,205052205,205057682,205060332,205062132,205064841,205064841,205064841,205064841,205064841,205064841,ON
PN,203931103,203931103,203931103,203931103,203931082,203922272,203916795,203914145,203912345,203909636,203909636,203909636,203909636,203909636,203909636,PN
TOTAL,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,408974477,TOTAL
