Dividendos_Pagos,1997T2,1998T2,1998T3,1999T2,2000T2,2001T2,2002T2,2003T2,2004T2,2005T2,2006T1,2007T2,2008T1,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T2,2018T2,2019T2,2020T3,2021T2,2022T2,2023T2,2024T2,2024T3,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.4328,4.8944,10.462,2.5831,7.0,21.4217,25.1901,38.2011,160.0,166.6,1.7527,1.3507,1.0258,1.3347,1.0888,1.4819,1.3119,1.4177,1.6453,1.311,1.2665,1.3025,1.3796,2.2231,1.5797,4.7447,5.8222,2.5907,2.1521,10.0283,2.7035,2.7197,2.7211
