Dividendos_Pagos,2008T3,2009T1,2009T4,2010T2,2010T4,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T2,2013T3,2013T4,2014T1,2014T2,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2017T4,2018T2,2018T3,2018T4,2019T2,2019T4,2020T2,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T3,2023T4,2024T2,2024T3,2024T4,2025T3
Dividendos + JCP Pagos no Trimestre,0.5789,2.3054,0.5751,3.7844,1.3314,0.5405,0.8201,0.8444,5.2607,0.5751,0.5835,1.0947,3.708,0.5478,1.1159,4.8405,0.6604,4.301,1.412,0.8165,5.3368,2.9397,1.3497,2.7737,5.8655,1.4881,3.1357,4.6666,3.5949,4.1731,9.33,4.1971,12.0774,4.8126,4.0904,1.7859,4.4818,4.2367,3.0289,3.1024,3.1574,3.3389,3.3208,6.9956,7.8356,4.4015
