Dividendos_Pagos,2000T2,2001T2,2002T2,2003T2,2004T1,2004T2,2006T2,2007T2,2007T3,2007T4,2008T2,2009T2,2010T2,2016T2,2017T2,2018T2,2019T1,2019T2,2019T4,2020T2,2020T4,2021T2,2021T3,2021T4,2022T2,2022T4,2023T2,2024T1,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,1.6194,1.53,1.607,1.5441,1.2565,0.6717,2.0255,2.098,1.7591,16.1444,3.1079,1.708,1.872,0.16,0.2,0.25,0.12,0.08,0.28,0.29,0.8,0.4,0.6,0.64,0.52,3.013,0.5902,0.0044,3.0356,2.6348
