Dividendos_Pagos,2015T2,2015T4,2016T2,2016T4,2017T2,2017T3,2017T4,2018T2,2019T2,2019T3,2019T4,2020T2,2020T4,2021T2,2021T3,2022T2,2023T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.424,1.469,0.796,0.8971,0.4924,0.3508,0.5254,0.7238,0.6593,0.6473,3.4913,0.0042,0.289,2.0091,0.0622,0.2554,0.0791,0.0055
